,width,height,crop_width,crop_heigth,name,quality,bpp,mse_score,psnr_score,ssim_score,cr_score,is_cropped
197,481,321,256,256,test059,94,1.1769353825428592,0.946197509765625,48.37098560144659,0.9958670657056917,0.40842323651452284,True
198,481,321,256,256,test063,94,1.961386260451681,1.429412841796875,46.57922681398223,0.9983969231116622,0.48826067643886034,True
199,481,321,256,256,test066,94,0.44471214564672507,0.3237762451171875,53.028353786895,0.9971668375300503,0.3670070304653498,True
200,481,321,256,256,test017,94,0.804813440327459,0.416961669921875,51.92984227492549,0.9974392063554676,0.4173986050116249,True
201,481,321,256,256,test004,94,1.1618059468526758,0.6255340576171875,50.16829400743268,0.9980068291244376,0.46562588168908114,True
202,321,481,256,256,test002,94,1.125744004248677,1.40753173828125,46.64622164374717,0.9971806650149383,0.47198623885417396,True
203,481,321,256,256,test046,94,2.142887675597956,2.0896148681640625,44.930141111415,0.9969442875166151,0.4903406617326948,True
204,481,321,256,256,test065,94,1.392529841127972,1.2585906982421875,47.131958431473834,0.9974780594410758,0.4655123474311666,True
205,321,481,256,256,test031,94,2.6665112272588907,3.15777587890625,43.136990578708534,0.9979848414257315,0.5190424121164181,True
206,321,481,256,256,test034,94,0.8882325891671686,0.5983428955078125,50.3613022211653,0.9968742831704346,0.41236252262285955,True
207,321,481,256,256,test003,94,1.1860026813297841,1.4778900146484375,46.43438246030088,0.9975267274270271,0.4681623226657869,True
208,481,321,256,256,test018,94,0.7921192220257641,0.6565399169921875,49.95819224955081,0.9971581192336834,0.4263428755226761,True
209,321,481,256,256,test064,94,1.9322154649257453,2.050750732421875,45.01167485537394,0.9971779984982455,0.47101689301093075,True
210,481,321,256,256,test011,95,1.6644969915997954,0.0595550537109375,60.381617402103615,0.9997866901107267,0.4612827400940228,True
211,481,321,256,256,test022,95,1.971334382549336,0.169097900390625,55.84942145667725,0.9997709446628453,0.4563657468474648,True
212,481,321,256,256,test027,95,1.2446551511972073,0.0594024658203125,60.39275887773448,0.9997748912117154,0.41354710597926014,True
213,481,321,256,256,test032,95,2.023613836697949,0.0509033203125,61.063342495259086,0.999945335868957,0.46302087509689144,True
214,481,321,256,256,test053,95,1.0468325982344675,0.0429229736328125,61.80390559326408,0.9997182864370032,0.38013308817091324,True
215,481,321,256,256,test005,95,1.6180724218107396,0.2006378173828125,55.10667566117988,0.9995315286442941,0.44303876942395226,True
216,481,321,256,256,test007,95,1.6070362238586537,0.0713043212890625,59.59964510467296,0.9998851118729492,0.4489381001532639,True
217,481,321,256,256,test014,95,1.0860551421299085,0.0903778076171875,58.57018558850666,0.9995858298102562,0.4163501308348105,True
218,481,321,256,256,test051,95,1.6810253819599614,0.1205291748046875,57.31988177665879,0.9998619696457202,0.4662744758773827,True
219,481,321,256,256,test057,95,1.3706646977675014,0.0638427734375,60.079686156323916,0.9997194431562084,0.43299417025745013,True
220,481,321,256,256,test042,95,1.3120640410360036,0.0485687255859375,61.267236528706064,0.9997824370634318,0.42803257306024606,True
221,481,321,256,256,test043,95,1.3197323851529459,0.12237548828125,57.25385923207446,0.9997539979106899,0.45701646008528957,True
222,321,481,256,256,test045,95,0.7724820435100809,0.03582763671875,62.58862198916033,0.9997415341937085,0.39346702863648303,True
223,481,321,256,256,test016,95,1.8971897850402524,0.0400238037109375,62.10762000901256,0.9999227024908611,0.46684125814987587,True
224,481,321,256,256,test020,95,1.3477114785526,0.410186767578125,52.000987147343814,0.9994661953699412,0.4505983010078251,True
225,481,321,256,256,test023,95,1.494342653221158,0.1091461181640625,57.75072066447179,0.9997043408281392,0.43667518538690353,True
226,481,321,256,256,test024,95,1.602373041625378,0.07232666015625,59.537819498175246,0.9996940121530344,0.4333075762593369,True
